id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage
8953,Male,45,1,16.0,0,> 2 Years,No,76321.2,155.0,84
9395,Male,25,0,46.0,0,1-2 Year,Yes,45115.42,80.0,151
18370,Male,58,1,44.0,1,1-2 Year,No,44712.02,12.0,213
3416,Male,26,1,37.0,0,1-2 Year,Yes,43670.02,40.0,278
11999,Male,53,1,37.0,1,> 2 Years,Yes,75952.8,10.0,49
14265,Female,26,1,39.0,0,< 1 Year,No,22358.49,158.0,18
15130,Male,26,0,6.0,0,> 2 Years,Yes,28716.46,58.0,69
5517,Male,30,1,24.0,0,1-2 Year,No,75304.09,154.0,232
16988,Female,34,1,25.0,0,> 2 Years,No,29814.12,44.0,7
18323,Female,58,0,27.0,0,< 1 Year,No,61564.93,112.0,196
3780,Female,44,1,23.0,1,< 1 Year,Yes,51618.02,59.0,152
2350,Female,62,1,52.0,0,1-2 Year,Yes,69958.55,105.0,262
18337,Male,67,1,13.0,1,1-2 Year,Yes,43811.57,26.0,99
5730,Female,40,1,10.0,0,> 2 Years,No,53700.36,142.0,283
14916,Female,46,1,0.0,1,< 1 Year,Yes,66534.58,123.0,201
5414,Male,53,1,9.0,1,1-2 Year,No,44325.77,52.0,185
15792,Male,27,1,27.0,0,< 1 Year,Yes,38505.15,98.0,68
17729,Female,45,1,4.0,0,< 1 Year,Yes,74009.94,60.0,91
5239,Female,69,1,14.0,1,> 2 Years,No,47497.22,148.0,129
6885,Male,58,1,43.0,0,< 1 Year,Yes,51312.45,138.0,3
9986,Female,65,1,12.0,1,< 1 Year,No,58916.02,137.0,129
12156,Female,33,1,15.0,1,> 2 Years,No,31597.58,26.0,279
15786,Male,61,1,28.0,1,< 1 Year,No,25821.06,36.0,174
2633,Male,20,1,40.0,0,< 1 Year,No,67315.29,93.0,142
13544,Female,41,1,1.0,1,1-2 Year,Yes,43692.21,24.0,107
7358,Female,20,1,17.0,0,> 2 Years,Yes,69149.16,23.0,299
13757,Female,49,1,21.0,0,1-2 Year,Yes,55957.73,81.0,255
4568,Male,24,1,43.0,0,1-2 Year,No,78107.37,135.0,55
6234,Female,33,1,13.0,1,< 1 Year,Yes,30973.99,7.0,94
8998,Female,26,1,34.0,1,< 1 Year,No,27923.96,71.0,41
14716,Female,52,1,11.0,0,> 2 Years,Yes,53973.35,123.0,75
18493,Female,40,1,0.0,1,1-2 Year,No,48305.31,133.0,150
7372,Female,28,1,41.0,1,> 2 Years,No,78194.12,109.0,17
6086,Female,63,1,42.0,1,< 1 Year,Yes,27058.39,37.0,53
9566,Male,36,1,18.0,0,1-2 Year,No,67892.46,9.0,82
1993,Male,51,1,26.0,1,< 1 Year,Yes,57547.86,106.0,134
9737,Female,64,1,26.0,1,> 2 Years,Yes,64438.48,115.0,206
16795,Male,68,1,3.0,0,> 2 Years,Yes,33089.98,139.0,134
19472,Female,59,1,28.0,1,1-2 Year,Yes,69717.04,38.0,53
426,Male,63,1,3.0,0,< 1 Year,No,61084.86,96.0,160
12814,Female,29,0,5.0,0,1-2 Year,Yes,72810.67,123.0,194
9815,Female,60,1,28.0,1,1-2 Year,No,55122.17,81.0,222
14156,Male,65,1,23.0,1,1-2 Year,Yes,39872.72,79.0,45
3955,Female,53,1,8.0,0,1-2 Year,No,71118.62,18.0,174
16404,Male,39,1,33.0,1,> 2 Years,No,21553.8,148.0,31
5838,Female,41,1,30.0,0,< 1 Year,No,44550.61,98.0,276
7903,Male,65,1,34.0,0,< 1 Year,No,69380.89,33.0,296
17312,Female,65,1,43.0,0,> 2 Years,No,54981.5,131.0,47
8032,Female,54,1,28.0,1,1-2 Year,No,74418.54,110.0,85
4140,Female,47,1,39.0,1,> 2 Years,Yes,23070.4,30.0,285
13976,Female,36,0,25.0,0,> 2 Years,No,36124.13,15.0,274
2395,Male,48,1,31.0,1,1-2 Year,Yes,33203.43,136.0,87
7826,Male,69,1,7.0,1,< 1 Year,Yes,59416.07,62.0,271
11305,Male,61,0,8.0,1,> 2 Years,No,38429.5,12.0,112
9718,Male,63,1,38.0,0,1-2 Year,No,47136.66,13.0,132
2713,Female,58,1,2.0,0,< 1 Year,No,63655.06,157.0,132
17285,Male,51,1,52.0,1,> 2 Years,Yes,45431.86,120.0,160
5558,Female,38,1,31.0,1,1-2 Year,Yes,68275.53,158.0,18
9685,Female,62,1,29.0,1,> 2 Years,No,45465.02,60.0,153
4257,Female,69,1,35.0,1,< 1 Year,Yes,63743.32,132.0,64
3248,Male,26,0,36.0,0,> 2 Years,Yes,22714.79,116.0,11
9558,Male,51,1,22.0,1,1-2 Year,No,40739.23,63.0,150
10358,Male,21,1,24.0,1,< 1 Year,Yes,70546.97,93.0,61
3504,Male,50,0,22.0,1,1-2 Year,Yes,52409.11,3.0,150
17654,Female,63,1,4.0,0,> 2 Years,No,27981.42,13.0,276
12855,Female,22,1,38.0,1,< 1 Year,No,56596.36,29.0,53
7748,Female,38,0,3.0,0,1-2 Year,Yes,50955.58,89.0,53
18273,Female,26,1,52.0,0,< 1 Year,No,44704.42,18.0,75
4913,Male,49,1,2.0,1,> 2 Years,No,33089.19,2.0,23
18246,Male,48,1,40.0,0,1-2 Year,Yes,22668.36,95.0,245
18679,Female,47,1,17.0,1,< 1 Year,No,64571.56,31.0,27
12790,Female,44,1,49.0,1,1-2 Year,No,70025.57,4.0,255
908,Male,53,1,18.0,0,< 1 Year,No,57736.54,65.0,51
7855,Male,33,1,4.0,0,> 2 Years,No,30827.64,113.0,184
10733,Female,23,1,10.0,1,< 1 Year,Yes,79647.2,47.0,190
672,Female,60,1,3.0,1,< 1 Year,No,62163.88,93.0,109
13714,Female,69,1,42.0,1,> 2 Years,Yes,68808.4,156.0,16
16168,Male,42,1,10.0,1,1-2 Year,No,78861.22,88.0,203
12878,Male,60,1,13.0,1,1-2 Year,No,49087.47,65.0,173
19735,Female,33,1,39.0,1,< 1 Year,No,79422.51,63.0,87
6963,Male,66,1,51.0,0,1-2 Year,Yes,24449.11,70.0,155
17478,Male,40,1,27.0,1,1-2 Year,No,72301.16,146.0,228
8124,Male,40,1,31.0,1,> 2 Years,No,61664.4,90.0,71
12985,Female,18,1,38.0,1,1-2 Year,Yes,62693.29,57.0,90
1126,Female,51,1,7.0,1,1-2 Year,No,59021.02,140.0,14
4272,Female,38,1,29.0,0,< 1 Year,No,54528.94,125.0,232
2407,Female,30,1,28.0,0,> 2 Years,No,66055.26,46.0,147
15988,Female,68,1,38.0,0,> 2 Years,No,21853.11,4.0,292
19277,Male,61,1,51.0,0,< 1 Year,No,61007.55,154.0,30
5002,Male,45,1,31.0,0,1-2 Year,Yes,35880.2,60.0,93
7493,Male,49,1,24.0,1,1-2 Year,No,41377.95,39.0,25
5131,Male,65,1,43.0,0,< 1 Year,No,53071.25,151.0,232
11948,Male,20,1,28.0,1,> 2 Years,No,69080.8,128.0,106
7383,Female,20,0,27.0,1,> 2 Years,Yes,66733.78,14.0,137
3498,Male,51,1,10.0,1,< 1 Year,No,36538.75,10.0,270
9031,Male,64,1,51.0,1,> 2 Years,Yes,50729.36,122.0,34
2635,Female,38,1,38.0,1,> 2 Years,Yes,35045.79,145.0,46
19737,Male,40,1,19.0,0,< 1 Year,No,29764.39,115.0,283
12684,Female,56,1,2.0,1,> 2 Years,No,48847.96,139.0,85
6602,Female,42,0,30.0,0,1-2 Year,Yes,30062.27,78.0,130
17730,Male,67,1,16.0,0,< 1 Year,No,75462.18,134.0,137
17437,Male,51,1,51.0,1,> 2 Years,Yes,73811.0,55.0,273
7919,Male,38,1,2.0,1,< 1 Year,Yes,77539.48,70.0,171
1295,Female,26,1,33.0,0,> 2 Years,No,26045.67,119.0,121
17500,Male,21,1,26.0,1,< 1 Year,No,77833.68,9.0,93
15477,Female,68,1,50.0,1,< 1 Year,Yes,74616.26,61.0,75
11261,Female,55,1,39.0,1,< 1 Year,Yes,46171.56,100.0,34
17140,Female,34,0,48.0,1,1-2 Year,Yes,43951.91,29.0,217
8432,Male,48,1,8.0,1,< 1 Year,Yes,77171.8,51.0,93
1764,Male,37,1,5.0,1,> 2 Years,No,78420.13,11.0,264
1736,Female,34,1,35.0,1,> 2 Years,No,23142.88,152.0,77
3951,Male,29,1,7.0,0,1-2 Year,Yes,51473.26,111.0,208
8859,Male,36,1,52.0,1,> 2 Years,Yes,73198.62,158.0,225
18118,Female,35,1,15.0,1,1-2 Year,No,37512.83,6.0,6
17034,Male,67,1,28.0,0,> 2 Years,Yes,28024.15,54.0,191
11886,Female,29,1,49.0,1,1-2 Year,No,40134.01,96.0,235
1474,Female,36,1,50.0,1,< 1 Year,Yes,29879.42,132.0,140
12658,Female,22,1,50.0,0,> 2 Years,No,35828.44,70.0,15
7399,Female,28,1,43.0,1,> 2 Years,Yes,43856.27,32.0,288
995,Female,51,1,46.0,1,1-2 Year,Yes,30429.54,99.0,180
4436,Male,43,1,39.0,1,< 1 Year,Yes,21362.53,16.0,220
7378,Female,21,1,44.0,1,< 1 Year,Yes,27576.96,95.0,157
11937,Female,61,1,15.0,1,< 1 Year,Yes,72821.9,43.0,183
19144,Male,52,1,33.0,1,< 1 Year,No,49053.74,40.0,38
18702,Male,20,1,7.0,1,> 2 Years,Yes,69687.25,129.0,137
13016,Male,43,1,51.0,0,1-2 Year,Yes,40149.8,163.0,18
499,Male,41,1,25.0,1,< 1 Year,Yes,37535.01,63.0,83
135,Male,48,0,22.0,1,> 2 Years,No,47976.46,108.0,74
13205,Female,50,1,16.0,0,1-2 Year,No,52024.76,113.0,295
14456,Male,59,1,1.0,0,< 1 Year,Yes,35504.52,57.0,26
5571,Female,68,1,48.0,0,1-2 Year,No,45393.29,102.0,292
5694,Male,54,1,35.0,1,1-2 Year,Yes,25665.88,124.0,298
8605,Female,55,1,37.0,0,> 2 Years,Yes,59799.8,40.0,286
15372,Female,24,1,10.0,0,< 1 Year,No,39143.66,42.0,284
3625,Female,66,0,26.0,0,> 2 Years,No,23248.71,83.0,175
2747,Male,43,1,0.0,1,< 1 Year,Yes,61517.62,32.0,49
4439,Female,58,1,1.0,1,1-2 Year,No,31818.34,106.0,159
16125,Female,65,1,31.0,1,> 2 Years,Yes,47730.44,38.0,206
4622,Male,48,1,8.0,0,< 1 Year,Yes,54996.53,58.0,63
720,Female,46,1,39.0,1,< 1 Year,No,28492.03,106.0,38
5767,Male,34,1,20.0,0,1-2 Year,Yes,20636.97,137.0,185
7389,Male,54,1,25.0,1,< 1 Year,No,44420.23,133.0,28
4435,Female,32,1,2.0,0,> 2 Years,Yes,47622.95,62.0,172
10147,Female,60,1,34.0,0,< 1 Year,No,60708.97,153.0,106
16080,Male,45,1,40.0,0,> 2 Years,Yes,64310.63,117.0,48
1204,Female,67,1,22.0,1,< 1 Year,No,20942.59,10.0,96
12423,Male,52,1,12.0,0,1-2 Year,Yes,36881.73,34.0,38
19415,Male,40,1,37.0,0,> 2 Years,No,42415.63,7.0,91
13062,Male,27,0,10.0,1,1-2 Year,Yes,36533.03,76.0,169
13352,Female,23,1,26.0,0,< 1 Year,Yes,58914.84,14.0,14
3133,Female,47,1,51.0,0,> 2 Years,Yes,37382.08,51.0,293
5335,Male,35,1,38.0,0,> 2 Years,No,78807.55,87.0,165
18891,Male,57,1,19.0,1,> 2 Years,No,65006.3,29.0,253
8559,Male,32,1,30.0,0,1-2 Year,No,42873.45,103.0,272
12268,Female,42,1,28.0,0,< 1 Year,Yes,30028.35,61.0,96
697,Male,52,1,31.0,1,1-2 Year,No,25954.96,39.0,250
8593,Female,27,1,26.0,0,1-2 Year,No,50411.72,141.0,252
14205,Female,53,1,11.0,0,> 2 Years,Yes,79444.11,29.0,24
13343,Female,52,1,10.0,0,< 1 Year,Yes,69633.79,107.0,195
5648,Female,64,1,3.0,1,> 2 Years,No,44447.22,64.0,263
8033,Female,24,1,50.0,1,> 2 Years,No,53549.85,38.0,130
16118,Female,25,1,11.0,1,< 1 Year,Yes,63725.35,98.0,42
14250,Female,58,1,24.0,0,< 1 Year,No,77580.51,80.0,207
8463,Female,41,1,51.0,1,> 2 Years,Yes,33647.48,3.0,282
15551,Male,50,1,17.0,1,> 2 Years,Yes,59535.98,157.0,125
18621,Female,68,1,15.0,0,1-2 Year,No,60031.27,148.0,218
6929,Male,29,1,23.0,1,< 1 Year,No,44985.81,54.0,122
12152,Male,40,1,26.0,1,> 2 Years,Yes,27709.45,142.0,214
10907,Male,21,1,12.0,1,< 1 Year,No,71710.89,45.0,46
4623,Male,61,1,52.0,1,1-2 Year,Yes,26788.59,36.0,107
546,Female,41,1,45.0,1,< 1 Year,No,21055.13,78.0,41
15140,Female,30,1,16.0,0,> 2 Years,Yes,73623.36,141.0,293
3128,Female,29,1,37.0,1,< 1 Year,No,68418.83,93.0,282
14841,Female,32,1,47.0,1,> 2 Years,No,75123.04,147.0,193
3269,Female,30,1,0.0,0,< 1 Year,No,66064.14,90.0,162
8634,Female,26,1,18.0,0,1-2 Year,Yes,26589.29,58.0,102
7269,Male,38,1,23.0,0,> 2 Years,No,69184.21,91.0,96
12712,Female,29,1,23.0,1,1-2 Year,No,69977.07,103.0,147
8421,Male,43,1,5.0,0,1-2 Year,Yes,60780.37,82.0,153
12009,Male,49,1,44.0,1,> 2 Years,Yes,23697.64,58.0,102
13891,Male,56,0,51.0,1,1-2 Year,No,60551.8,126.0,153
6162,Male,59,1,16.0,1,1-2 Year,Yes,63412.96,83.0,178
11688,Female,36,1,1.0,0,1-2 Year,No,29088.83,83.0,12
12420,Female,29,1,2.0,0,> 2 Years,Yes,55241.15,105.0,170
17126,Male,29,1,6.0,0,> 2 Years,No,48092.6,33.0,274
6167,Female,60,1,2.0,0,< 1 Year,Yes,45419.64,132.0,184
1662,Male,56,1,6.0,1,1-2 Year,No,29384.71,13.0,218
617,Male,20,0,24.0,0,1-2 Year,Yes,67818.37,111.0,142
9805,Female,20,1,16.0,1,< 1 Year,Yes,32265.25,57.0,123
6524,Male,32,1,13.0,1,1-2 Year,Yes,60039.85,39.0,282
17720,Female,30,1,39.0,0,> 2 Years,Yes,63318.93,127.0,120
8413,Male,43,1,30.0,1,1-2 Year,Yes,71746.35,97.0,226
4625,Male,20,1,29.0,0,< 1 Year,No,36862.63,44.0,114
19635,Male,56,1,5.0,0,< 1 Year,No,71283.85,30.0,137
2400,Female,42,1,22.0,1,< 1 Year,No,30014.57,9.0,32
7255,Male,30,1,24.0,1,1-2 Year,Yes,29765.94,159.0,19
14864,Female,42,0,47.0,0,< 1 Year,Yes,59027.3,88.0,41
2672,Female,25,1,36.0,0,1-2 Year,No,58415.68,42.0,283
18321,Male,49,1,24.0,0,> 2 Years,Yes,76943.08,16.0,90
6223,Female,60,1,17.0,1,1-2 Year,Yes,24168.74,159.0,206
6116,Male,55,1,49.0,0,> 2 Years,Yes,78461.45,126.0,260
7770,Male,54,1,8.0,1,1-2 Year,Yes,25967.4,159.0,70
5329,Male,46,1,18.0,1,> 2 Years,No,45339.15,36.0,66
3740,Female,19,1,40.0,1,> 2 Years,Yes,38477.71,51.0,282
14893,Male,56,1,36.0,0,< 1 Year,No,65296.89,97.0,106
7725,Male,51,1,9.0,1,1-2 Year,No,79952.38,60.0,261
2172,Female,58,1,52.0,0,1-2 Year,No,66550.67,31.0,86
15715,Male,68,1,21.0,1,> 2 Years,Yes,40143.13,158.0,172
1214,Female,30,1,19.0,0,< 1 Year,Yes,48750.36,9.0,145
13859,Female,45,1,22.0,0,< 1 Year,No,28098.3,13.0,49
1093,Female,26,1,32.0,0,< 1 Year,Yes,77964.86,153.0,113
176,Female,20,1,19.0,0,1-2 Year,Yes,67870.52,103.0,70
17040,Male,55,1,17.0,0,< 1 Year,Yes,24667.36,147.0,156
2902,Female,65,1,24.0,1,1-2 Year,Yes,27453.34,57.0,116
3311,Male,62,1,9.0,1,1-2 Year,No,22432.88,107.0,151
19909,Female,41,0,32.0,0,< 1 Year,No,76948.67,31.0,18
5928,Male,64,1,45.0,0,> 2 Years,Yes,52046.22,73.0,61
19096,Female,21,1,4.0,0,> 2 Years,No,51657.46,90.0,218
9047,Female,27,1,8.0,0,< 1 Year,No,72272.43,31.0,38
15148,Female,42,0,40.0,0,1-2 Year,Yes,63277.44,120.0,63
5174,Female,30,1,18.0,0,1-2 Year,No,66609.07,88.0,27
13872,Male,49,1,33.0,0,1-2 Year,No,41379.35,31.0,116
6757,Female,51,1,1.0,0,< 1 Year,Yes,40841.47,117.0,120
100,Male,44,1,40.0,0,1-2 Year,Yes,73067.82,115.0,93
9697,Male,58,1,37.0,1,> 2 Years,No,64986.56,58.0,264
11768,Male,63,1,50.0,1,< 1 Year,No,61896.36,17.0,126
17106,Male,63,1,34.0,0,< 1 Year,Yes,20494.93,3.0,214
10856,Male,57,1,30.0,0,1-2 Year,Yes,40651.28,108.0,238
7503,Male,27,1,39.0,1,> 2 Years,Yes,25116.63,145.0,235
8179,Male,36,1,7.0,1,1-2 Year,Yes,73527.31,71.0,12
8841,Female,18,1,15.0,1,< 1 Year,No,28493.74,58.0,235
13042,Female,36,1,6.0,0,< 1 Year,Yes,24894.3,87.0,140
4405,Female,36,1,24.0,1,< 1 Year,Yes,50585.82,4.0,241
5623,Male,49,1,31.0,0,1-2 Year,No,33382.34,70.0,176
2728,Male,20,1,37.0,1,< 1 Year,Yes,33147.17,38.0,290
8147,Female,50,1,4.0,0,> 2 Years,Yes,60502.12,65.0,50
16328,Male,68,0,33.0,1,1-2 Year,No,30657.35,29.0,121
4372,Female,63,1,37.0,0,1-2 Year,No,36705.82,35.0,280
8865,Female,69,1,35.0,0,1-2 Year,Yes,25792.72,38.0,241
3474,Female,39,1,34.0,0,> 2 Years,No,27278.8,6.0,100
18217,Male,38,1,0.0,1,> 2 Years,No,40616.92,110.0,210
2439,Male,44,1,16.0,0,> 2 Years,Yes,60946.53,16.0,252
16994,Female,27,1,9.0,0,> 2 Years,Yes,40546.76,82.0,229
15256,Female,48,1,23.0,0,1-2 Year,No,71156.09,22.0,62
3764,Female,44,1,24.0,1,< 1 Year,Yes,75386.88,139.0,293
524,Male,25,1,20.0,0,< 1 Year,Yes,57828.71,39.0,292
4127,Female,48,1,24.0,0,> 2 Years,Yes,58622.06,20.0,257
9563,Male,30,1,52.0,1,< 1 Year,No,79978.99,89.0,268
13210,Female,33,1,51.0,1,1-2 Year,No,57848.07,89.0,63
14520,Male,39,1,20.0,1,1-2 Year,No,33456.39,78.0,43
15695,Female,65,1,29.0,0,1-2 Year,No,35622.08,154.0,288
8240,Male,38,1,4.0,1,1-2 Year,No,58128.28,55.0,248
11233,Male,46,1,47.0,0,> 2 Years,Yes,40044.63,76.0,142
13979,Female,48,1,33.0,0,> 2 Years,No,36196.15,17.0,272
16093,Male,67,1,24.0,1,< 1 Year,Yes,29490.1,103.0,33
9334,Male,51,1,8.0,0,1-2 Year,No,58429.19,142.0,94
3052,Male,49,1,13.0,0,> 2 Years,No,77669.43,107.0,127
18831,Male,52,1,13.0,0,< 1 Year,Yes,60045.58,39.0,231
297,Female,57,1,5.0,1,> 2 Years,No,32587.15,38.0,265
9367,Male,39,1,33.0,0,< 1 Year,Yes,72187.74,142.0,43
17321,Male,35,1,3.0,0,1-2 Year,Yes,67067.56,56.0,41
15443,Male,64,1,0.0,0,< 1 Year,No,71004.21,153.0,101
19019,Male,33,1,29.0,0,> 2 Years,Yes,32556.8,74.0,266
1612,Female,38,1,9.0,0,> 2 Years,No,33632.28,15.0,1
15763,Male,41,1,4.0,1,1-2 Year,No,57012.23,107.0,289
9839,Male,23,1,45.0,1,< 1 Year,Yes,49914.96,40.0,6
5243,Male,19,1,50.0,0,> 2 Years,No,24915.25,46.0,35
9326,Female,38,1,50.0,0,< 1 Year,No,76000.59,103.0,113
9192,Female,62,1,14.0,0,> 2 Years,Yes,36128.29,70.0,275
12095,Male,43,1,0.0,1,> 2 Years,Yes,30503.52,83.0,242
19597,Male,36,1,41.0,0,1-2 Year,No,20870.81,24.0,219
11571,Female,45,1,7.0,1,> 2 Years,No,30157.11,81.0,185
18753,Male,44,1,38.0,1,> 2 Years,No,67833.78,138.0,37
4321,Male,38,1,48.0,1,> 2 Years,Yes,70911.21,4.0,229
8138,Male,24,1,7.0,1,< 1 Year,No,71050.52,18.0,14
10667,Male,54,1,50.0,1,< 1 Year,No,79688.2,120.0,111
6300,Female,50,1,39.0,0,< 1 Year,Yes,54637.6,111.0,297
9978,Female,44,1,0.0,0,< 1 Year,Yes,32993.07,120.0,101
8146,Female,60,1,3.0,1,1-2 Year,Yes,33871.21,87.0,2
15530,Male,31,1,13.0,1,1-2 Year,No,78575.52,14.0,88
5600,Female,44,1,40.0,1,> 2 Years,No,72483.39,145.0,114
4292,Female,25,1,22.0,1,< 1 Year,No,69912.12,108.0,226
4892,Female,53,1,33.0,0,> 2 Years,No,33359.01,47.0,211
18587,Male,62,1,32.0,0,> 2 Years,No,33611.25,141.0,110
7472,Female,55,1,0.0,1,1-2 Year,Yes,68029.77,141.0,216
17265,Male,69,1,34.0,0,1-2 Year,No,31877.94,42.0,159
7583,Male,27,1,16.0,0,1-2 Year,No,51346.72,6.0,150
6229,Male,19,1,18.0,1,1-2 Year,Yes,74847.94,154.0,38
17054,Male,33,1,10.0,1,1-2 Year,Yes,60607.25,49.0,180
5477,Male,44,1,25.0,1,> 2 Years,No,74480.71,62.0,186
12651,Female,45,1,30.0,0,< 1 Year,Yes,65211.67,54.0,35
17826,Female,49,1,35.0,1,< 1 Year,Yes,65000.82,44.0,13
68,Male,63,0,31.0,1,< 1 Year,Yes,31506.89,37.0,206
11679,Male,29,1,25.0,1,1-2 Year,Yes,67775.55,112.0,291
5673,Male,19,1,27.0,0,> 2 Years,No,42716.82,80.0,51
5460,Male,35,1,29.0,1,> 2 Years,Yes,37286.14,58.0,25
17648,Male,60,1,29.0,0,< 1 Year,Yes,39995.34,56.0,3
11824,Female,24,1,11.0,0,< 1 Year,No,58282.66,60.0,70
12169,Male,18,1,40.0,1,1-2 Year,No,61914.93,133.0,22
11442,Female,27,1,15.0,1,> 2 Years,No,74001.32,134.0,108
11818,Male,34,1,35.0,1,< 1 Year,Yes,43284.5,4.0,119
8718,Female,20,1,39.0,0,< 1 Year,Yes,72954.13,148.0,117
18542,Female,56,1,35.0,1,1-2 Year,Yes,48441.69,90.0,166
2418,Female,30,1,35.0,1,1-2 Year,No,60976.23,131.0,120
19045,Male,65,1,9.0,0,> 2 Years,No,58059.2,141.0,217
7344,Female,22,1,48.0,0,< 1 Year,No,46986.72,113.0,150
10219,Male,21,1,30.0,1,1-2 Year,No,42606.89,40.0,273
14493,Male,68,0,48.0,1,> 2 Years,No,59047.9,70.0,146
15671,Male,48,1,30.0,0,1-2 Year,Yes,40176.96,39.0,74
14588,Male,54,0,2.0,0,< 1 Year,No,21410.13,155.0,123
8217,Female,52,1,26.0,0,< 1 Year,No,41823.98,37.0,242
19598,Male,48,1,27.0,1,< 1 Year,Yes,52944.4,78.0,207
17908,Female,36,1,49.0,1,1-2 Year,No,62228.97,82.0,112
7311,Male,19,1,35.0,1,> 2 Years,Yes,70105.46,3.0,181
512,Female,61,1,36.0,0,> 2 Years,Yes,75624.8,118.0,118
18950,Male,32,1,42.0,1,< 1 Year,No,35639.32,91.0,283
5423,Female,39,1,28.0,0,> 2 Years,Yes,20763.6,19.0,235
18116,Male,19,1,52.0,1,1-2 Year,No,30155.93,145.0,166
9670,Female,62,1,40.0,1,> 2 Years,No,69647.03,147.0,23
16226,Female,66,1,33.0,1,1-2 Year,Yes,60404.72,129.0,72
14446,Female,46,1,10.0,1,> 2 Years,Yes,54064.66,145.0,136
2210,Male,29,1,43.0,1,> 2 Years,Yes,57403.31,134.0,23
6349,Male,43,1,25.0,0,> 2 Years,No,62214.21,71.0,121
8879,Male,55,1,37.0,1,> 2 Years,No,58953.17,160.0,164
2282,Male,36,1,46.0,1,1-2 Year,Yes,65973.25,108.0,115
1576,Male,59,1,18.0,0,1-2 Year,No,73914.1,92.0,296
13346,Male,57,1,19.0,1,< 1 Year,No,43984.68,71.0,135
18306,Female,44,1,51.0,1,1-2 Year,No,34709.82,139.0,142
12078,Female,41,1,13.0,0,1-2 Year,Yes,34881.15,62.0,190
1942,Female,36,1,45.0,1,> 2 Years,No,65193.55,159.0,272
15557,Male,42,1,30.0,0,< 1 Year,No,62960.17,36.0,90
3068,Male,20,1,40.0,1,> 2 Years,No,65912.56,32.0,55
5145,Male,59,1,27.0,0,< 1 Year,Yes,64017.51,8.0,101
4149,Female,37,1,38.0,1,< 1 Year,Yes,74331.34,43.0,256
7304,Female,41,1,29.0,1,< 1 Year,Yes,55849.79,20.0,181
1728,Male,27,1,21.0,1,< 1 Year,No,34970.5,30.0,92
5000,Female,60,1,43.0,1,< 1 Year,Yes,62764.93,108.0,61
14081,Female,19,1,32.0,1,> 2 Years,Yes,79431.97,151.0,291
7953,Male,43,1,0.0,1,< 1 Year,Yes,57845.7,138.0,65
18582,Male,39,0,2.0,1,< 1 Year,No,28205.57,159.0,174
6176,Male,51,1,27.0,1,> 2 Years,No,43921.46,142.0,119
15893,Female,23,1,36.0,0,< 1 Year,Yes,40669.15,87.0,121
9056,Male,18,0,41.0,1,> 2 Years,No,46473.17,21.0,162
10719,Female,67,1,42.0,1,1-2 Year,No,47790.44,92.0,226
7050,Male,53,1,37.0,0,> 2 Years,No,55428.0,48.0,232
2827,Female,28,0,1.0,0,< 1 Year,No,60070.37,152.0,251
9039,Male,19,1,16.0,0,1-2 Year,Yes,38862.02,145.0,266
5937,Male,22,1,17.0,0,< 1 Year,No,75005.53,30.0,51
10151,Female,27,1,44.0,0,1-2 Year,Yes,56228.86,57.0,98
16780,Female,27,1,28.0,1,1-2 Year,No,33219.73,116.0,161
13468,Female,29,1,20.0,0,< 1 Year,Yes,67078.5,135.0,195
16618,Male,48,1,0.0,1,> 2 Years,No,34484.0,158.0,238
9439,Female,33,1,13.0,1,1-2 Year,No,55917.76,110.0,171
7435,Female,21,1,11.0,1,> 2 Years,No,63288.25,18.0,96
17647,Female,55,1,2.0,1,1-2 Year,Yes,35525.85,159.0,291
12101,Male,59,0,39.0,0,< 1 Year,Yes,62405.2,57.0,230
8972,Male,48,1,44.0,1,> 2 Years,Yes,45158.54,62.0,259
4062,Male,67,1,38.0,0,> 2 Years,No,41906.15,125.0,31
12768,Male,47,1,19.0,1,> 2 Years,Yes,58376.47,54.0,134
7512,Female,18,1,33.0,0,1-2 Year,No,32768.82,135.0,226
615,Female,32,1,21.0,1,< 1 Year,Yes,43581.48,24.0,5
19801,Female,53,1,7.0,1,> 2 Years,No,30929.52,124.0,60
5768,Male,35,1,32.0,0,< 1 Year,Yes,22472.48,36.0,153
9490,Female,33,1,30.0,0,1-2 Year,Yes,58120.8,96.0,137
4684,Female,26,1,43.0,0,1-2 Year,No,49600.5,106.0,110
8059,Male,33,1,18.0,1,> 2 Years,No,75100.97,60.0,95
803,Male,25,1,38.0,1,< 1 Year,No,32576.14,135.0,42
6844,Male,53,1,42.0,1,> 2 Years,No,56837.11,60.0,178
14182,Male,47,1,10.0,0,1-2 Year,No,30174.61,86.0,134
14019,Female,60,1,15.0,0,> 2 Years,No,73801.02,90.0,71
9453,Female,52,1,38.0,0,< 1 Year,No,48313.02,12.0,197
15003,Female,54,1,29.0,0,< 1 Year,Yes,52528.15,108.0,75
10489,Female,35,1,27.0,0,< 1 Year,Yes,72735.07,19.0,38
9693,Male,26,0,50.0,1,> 2 Years,No,66717.94,38.0,237
16908,Male,59,1,8.0,1,1-2 Year,No,21667.45,9.0,71
14037,Male,32,1,26.0,1,1-2 Year,No,61319.77,10.0,170
8454,Male,56,1,18.0,0,1-2 Year,Yes,57375.2,107.0,168
